Product Name,Color,Size,SKU,Barcode,Category,Type,Brand,piece/s per box/s,Minimum,Quantity,No. of box/s,Pending Qty In,Pending Qty Out,Actual Qty,Actual No. of box/s,LxWxH,Cargo Cost,Total Cargo,Cost,Retail,Wholesale,Markup
Cellphone Stand w/ Card Slot  Ultra Thin Invisible Folding,Red,N/A,Cellphone-Stand-w/-Card-Holder-Ultra-Thin-Invisible-Folding-Design-Red,N/A,Pnone Accessories,N/A,None,1,0,126.00 pcs,126.00 box/s,0,0,126.00 pcs,126.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand w/ Card Slot  Ultra Thin Invisible Folding,Blue,N/A,Cellphone-Stand-w/-Card-Holder-Ultra-Thin-Invisible-Folding-Design-Blue,N/A,Pnone Accessories,N/A,None,1,0,92.00 pcs,92.00 box/s,0,0,92.00 pcs,92.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand w/ Card Slot  Ultra Thin Invisible Folding,Gray,N/A,Cellphone-Stand-w/-Card-Holder-Ultra-Thin-Invisible-Folding-Design-Grey,N/A,Pnone Accessories,N/A,None,1,0,213.00 pcs,213.00 box/s,0,0,213.00 pcs,213.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand Ultra Thin Invisible Folding,Black,N/A,Cellphone-Stand-Ultra-Thin-Invisible-Folding-Design-Black,N/A,Phone holder,N/A,None,1,0,10.00 pcs,10.00 box/s,0,0,10.00 pcs,10.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand Ultra Thin Invisible Folding,Red,N/A,Cellphone-Stand-Ultra-Thin-Invisible-Folding-Design-Red,N/A,Phone holder,N/A,None,1,0,79.00 pcs,79.00 box/s,0,0,79.00 pcs,79.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand Ultra Thin Invisible Folding,Blue,N/A,Cellphone-Stand-Ultra-Thin-Invisible-Folding-Design-Blue,N/A,Phone holder,N/A,None,1,0,71.00 pcs,71.00 box/s,0,0,71.00 pcs,71.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Cellphone Stand Ultra Thin Invisible Folding,Gray,N/A,Cellphone-Stand-Ultra-Thin-Invisible-Folding-Design-Gray,N/A,Phone holder,N/A,None,1,0,56.00 pcs,56.00 box/s,0,0,56.00 pcs,56.00 box/s,0.00x0.00x0.00,0,?0.00,?72.00,?74.00,?74.00,3.00%
Tablet and iPad Stand 9.7 inches Ultra Thin Invisible Folding  ,Black,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Black,N/A,Computer & Laptops,Stand/holder,None,1,0,139.00 pcs,139.00 box/s,0,0,139.00 pcs,139.00 box/s,0.00x0.00x0.00,0,?0.00,?127.00,?128.00,?128.00,1.00%
Tablet and iPad Stand 9.7 inches Ultra Thin Invisible Folding  ,Red,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Red,N/A,Computer & Laptops,Stand/holder,None,1,0,54.00 pcs,54.00 box/s,0,0,54.00 pcs,54.00 box/s,0.00x0.00x0.00,0,?0.00,?127.00,?128.00,?128.00,1.00%
Tablet and iPad Stand 9.7 inches Ultra Thin Invisible Folding  ,Blue,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Blue,N/A,Computer & Laptops,Stand/holder,None,1,0,40.00 pcs,40.00 box/s,0,0,40.00 pcs,40.00 box/s,0.00x0.00x0.00,0,?0.00,?127.00,?128.00,?128.00,1.00%
Tablet and iPad Stand 9.7 inches Ultra Thin Invisible Folding  ,Gray,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Gray,N/A,Computer & Laptops,Stand/holder,None,1,0,73.00 pcs,73.00 box/s,0,0,73.00 pcs,73.00 box/s,0.00x0.00x0.00,0,?0.00,?127.00,?128.00,?128.00,1.00%
Tablet and iPad  Stand 8 inches Ultra Thin Invisible Folding ,Black,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Suitable-For-Flat-Plate-Less-Than-8-Inches-Black,N/A,Computer & Laptops,Stand/holder,None,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?123.00,?124.00,?124.00,1.00%
Tablet and iPad  Stand 8 inches Ultra Thin Invisible Folding ,Red,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Suitable-For-Flat-Plate-Less-Than-8-Inches-Red,N/A,Computer & Laptops,Stand/holder,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?123.00,?124.00,?124.00,1.00%
Tablet and iPad  Stand 8 inches Ultra Thin Invisible Folding ,Blue,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Suitable-For-Flat-Plate-Less-Than-8-Inches-Blue,N/A,Computer & Laptops,Stand/holder,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?123.00,?124.00,?124.00,1.00%
Tablet and iPad  Stand 8 inches Ultra Thin Invisible Folding ,Gray,N/A,Tablet-Ipad-Stand-Ultra-Thin-Invisible-Folding-Design-Suitable-For-Flat-Plate-Less-Than-8-Inches-Gray,N/A,Computer & Laptops,Stand/holder,None,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?123.00,?124.00,?124.00,1.00%
Disposable daily protective mask,N/A,N/A,N/A,N/A,Wearables,mask,N/A,125,0,344.00 pcs,2.75 box/s,0,0,344.00 pcs,2.75 box/s,0.00x0.00x0.00,0,?0.00,?415.00,?500.00,?500.00,20.00%
Infrared thermometer,N/A,N/A,N/A,N/A,None,N/A,N/A,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,"?3,240.00","?3,000.00","?3,000.00",-7.00%
RPP-154 REMAX Bodi Series 2 USB PowerBank 30000mAh,Black,N/A,RPP-154-Bodi-Series-30000mAh-PB-Black,N/A,Electronic Device,Power Bank,Remax,1,0,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?538.00,?199.00,?190.00,-63.00%
RPP-154 REMAX Bodi Series 2 USB PowerBank 30000mAh,White,N/A,RPP-154-Bodi-Series-30000mAh-PB-White,N/A,Electronic Device,Power Bank,Remax,1,0,25.00 pcs,25.00 box/s,0,0,25.00 pcs,25.00 box/s,0.00x0.00x0.00,0,?0.00,?538.00,?199.00,?190.00,-63.00%
Clean It Zero Cleansing Balm Original,N/A,100ML,N/A,N/A,Cosmetics/personal Care,Cleanser,BANILA CO,20,1,8.00 pcs,0.40 box/s,0,0,8.00 pcs,0.40 box/s,0.00x0.00x0.00,0,?0.00,?507.00,?507.00,?507.00,0.00%
Clean It Zero Cleansing Balm Original,N/A,180ML,N/A,N/A,Cosmetics/personal Care,Cleanser,BANILA CO,20,1,2.00 pcs,0.10 box/s,0,0,2.00 pcs,0.10 box/s,0.00x0.00x0.00,0,?0.00,?709.00,?709.00,?709.00,0.00%
Clean It Zero Cleansing Balm Purifying,N/A,100ML,N/A,N/A,Cosmetics/personal Care,Cleanser,BANILA CO,20,1,14.00 pcs,0.70 pcs,0,0,14.00 pcs,0.70 pcs,0.00x0.00x0.00,0,?0.00,?612.00,?612.00,?612.00,0.00%
Prime Primer,Primer Matte,30ML,N/A,N/A,Cosmetics/personal Care,Primer,BANILA CO,1,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?597.00,?597.00,?597.00,0.00%
Prime Primer,Primer Classic,30ML,N/A,N/A,Cosmetics/personal Care,Primer,BANILA CO,1,1,3.00 pcs,3.00 box/s,0,0,3.00 pcs,3.00 box/s,0.00x0.00x0.00,0,?0.00,?597.00,?597.00,?597.00,0.00%
BHA Blackhead Power Liquid,N/A,100ML,N/A,N/A,Cosmetics/personal Care,Essence,cosrx,60,1,51.00 pcs,0.85 box/s,0,0,51.00 pcs,0.85 box/s,0.00x0.00x0.00,0,?0.00,?467.00,?600.00,?600.00,28.00%
Salicylic Acid Daily Gentle Cleanser,N/A,150ML,N/A,N/A,Cosmetics/personal Care,Cleanser,cosrx,60,1,210.00 pcs,3.50 box/s,0,0,210.00 pcs,3.50 box/s,0.00x0.00x0.00,0,?0.00,?262.00,?262.00,?262.00,0.00%
Acne Pimple Master Patch,N/A,1ea,N/A,N/A,Cosmetics/personal Care,Patch,cosrx,30,1,119.00 pcs,3.97 box/s,0,0,119.00 pcs,3.97 box/s,0.00x0.00x0.00,0,?0.00,?85.00,?85.00,?85.00,0.00%
Aloe Soothing Sun Cream ,SPF50 PA+++,50ML,N/A,N/A,Cosmetics/personal Care, Sun Cream ,cosrx,96,1,2.00 pcs,0.02 box/s,96,0,98.00 pcs,1.02 box/s,0.00x0.00x0.00,0,?0.00,?320.00,?320.00,?320.00,0.00%
Good Morning Low-pH Gel Cleanser ,N/A,150ML,N/A,N/A,Cosmetics/personal Care,Cleanser,cosrx,42,1,13.00 pcs,0.31 box/s,120,0,133.00 pcs,3.17 box/s,0.00x0.00x0.00,0,?0.00,?263.00,?263.00,?263.00,0.00%
Spot Oil,N/A,10ML,N/A,N/A,Cosmetics/personal Care,Spot Oil,some by mi,100,1,69.00 pcs,0.69 box/s,0,0,69.00 pcs,0.69 box/s,0.00x0.00x0.00,0,?0.00,?364.00,?364.00,?364.00,0.00%
Galactomyces Pure Vitamin C Glow Toner,N/A,200ML,N/A,N/A,Cosmetics/personal Care,Toner,some by mi,50,1,36.00 pcs,0.72 box/s,50,0,86.00 pcs,1.72 box/s,0.00x0.00x0.00,0,?0.00,?494.00,?494.00,?494.00,0.00%
Aha/Bha/Pha 30 Days Miracle Starter Kit 4,N/A,N/A,N/A,N/A,Cosmetics/personal Care,Kit SET,some by mi,50,1,29.00 pcs,0.58 box/s,200,0,229.00 pcs,4.58 box/s,0.00x0.00x0.00,0,?0.00,?483.00,?483.00,?483.00,0.00%
Snail TrueCica Miracle Repair Toner,N/A,135ML,N/A,N/A,Cosmetics/personal Care,Toner,some by mi,50,1,25.00 pcs,0.50 box/s,0,0,25.00 pcs,0.50 box/s,0.00x0.00x0.00,0,?0.00,?454.00,?454.00,?454.00,0.00%
Snail TrueCica Miracle Repair Starter Kit,N/A,N/A,N/A,N/A,Cosmetics/personal Care,Kit SET,some by mi,50,1,34.00 pcs,0.68 box/s,100,0,134.00 pcs,2.68 box/s,0.00x0.00x0.00,0,?0.00,?548.00,?548.00,?548.00,0.00%
Aha/Bha/Pha 30 Days Miracle Serum,N/A,50ML,N/A,N/A,Cosmetics/personal Care,Serum,some by mi,100,1,55.00 pcs,0.55 box/s,100,0,155.00 pcs,1.55 box/s,0.00x0.00x0.00,0,?0.00,?482.00,?482.00,?482.00,0.00%
Aha/Bha/Pha 30 Days Miracle Toner,N/A,150ML,N/A,N/A,Cosmetics/personal Care,Toner,some by mi,50,1,26.00 pcs,0.52 box/s,100,0,126.00 pcs,2.52 box/s,0.00x0.00x0.00,0,?0.00,?425.00,?425.00,?425.00,0.00%
Aha/Bha/Pha 30 Days Miracle Cream,N/A,60ML,N/A,N/A,Cosmetics/personal Care,Cream,some by mi,100,1,25.00 pcs,0.25 box/s,0,0,25.00 pcs,0.25 box/s,0.00x0.00x0.00,0,?0.00,?468.00,?468.00,?468.00,0.00%
Delight Tony Tint,01 Cherry pink, 8.3ml,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,24,1,35.00 pcs,1.46 box/s,0,0,35.00 pcs,1.46 box/s,0.00x0.00x0.00,0,?0.00,?90.00,?100.00,?100.00,11.00%
Delight Tony Tint,02 Red, 8.3ml,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,24,1,11.00 pcs,0.46 box/s,0,1,10.00 pcs,0.42 box/s,0.00x0.00x0.00,0,?0.00,?90.00,?100.00,?100.00,11.00%
Delight Tony Tint,03 Oranges, 8.3ml,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,24,1,12.00 pcs,0.50 box/s,0,0,12.00 pcs,0.50 box/s,0.00x0.00x0.00,0,?0.00,?90.00,?100.00,?100.00,11.00%
LipTone Get It Tint ,S01-BABY CORAL,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,30.00 pcs,5.00 box/s,0,0,30.00 pcs,5.00 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
LipTone Get It Tint ,S02-SPICY RUBY,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,3.00 pcs,0.50 box/s,0,0,3.00 pcs,0.50 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
LipTone Get It Tint ,S03-PINK COASTER,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,32.00 pcs,5.33 box/s,0,0,32.00 pcs,5.33 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
LipTone Get It Tint ,S04-RED HOT,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,32.00 pcs,5.33 box/s,0,0,32.00 pcs,5.33 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
LipTone Get It Tint ,S05-OH MY ROSE,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
LipTone Get It Tint ,S06-CHILI PEPPER,3g,N/A,N/A,Cosmetics/personal Care,Tint,TONYMOLY ,6,1,35.00 pcs,5.83 box/s,0,0,35.00 pcs,5.83 box/s,0.00x0.00x0.00,0,?0.00,?138.00,?200.00,?200.00,45.00%
Wonder Rice Smoothing Toner,N/A,500ML,N/A,N/A,Cosmetics/personal Care,Toner,TONYMOLY ,6,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?219.58,?400.00,?400.00,82.00%
Easy Touch Auto Eyebrow , 01 Black,0.4g,N/A,N/A,Cosmetics/personal Care,Eyebrow,TONYMOLY ,12,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?143.00,?100.00,?100.00,-30.00%
Easy Touch Auto Eyebrow ,02 Gray,0.4g,N/A,N/A,Cosmetics/personal Care,Eyebrow,TONYMOLY ,12,1,43.00 pcs,3.58 box/s,0,0,43.00 pcs,3.58 box/s,0.00x0.00x0.00,0,?0.00,?143.00,?100.00,?100.00,-30.00%
Easy Touch Auto Eyebrow ,03 Dark Brown,0.4g,N/A,N/A,Cosmetics/personal Care,Eyebrow,TONYMOLY ,12,1,37.00 pcs,3.08 box/s,0,0,37.00 pcs,3.08 box/s,0.00x0.00x0.00,0,?0.00,?143.00,?100.00,?100.00,-30.00%
Easy Touch Auto Eyebrow , 04 Mocha Brown,0.4g,N/A,N/A,Cosmetics/personal Care,Eyebrow,TONYMOLY ,12,1,18.00 pcs,1.50 box/s,0,0,18.00 pcs,1.50 box/s,0.00x0.00x0.00,0,?0.00,?143.00,?100.00,?100.00,-30.00%
Easy Touch Auto Eyebrow ,05 Brown,0.4g,N/A,N/A,Cosmetics/personal Care,Eyebrow,TONYMOLY ,12,1,38.00 pcs,3.17 box/s,0,0,38.00 pcs,3.17 box/s,0.00x0.00x0.00,0,?0.00,?143.00,?100.00,?100.00,-30.00%
Perfect Lips Shocking Lip Tint,01 PinkShocking,4g,N/A,N/A,Cosmetics/personal Care,N/A,TONYMOLY ,6,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?271.00,?271.00,?271.00,0.00%
Perfect Lips Shocking Lip Tint,02 Red Shocking,4g,N/A,N/A,Cosmetics/personal Care,N/A,TONYMOLY ,6,1,-1.00 pcs,-0.17 box/s,0,0,-1.00 pcs,-0.17 box/s,0.00x0.00x0.00,0,?0.00,?271.00,?271.00,?271.00,0.00%
Perfect Lips Shocking Lip Tint,03 Ruby Shocking,4g,N/A,N/A,Cosmetics/personal Care,N/A,TONYMOLY ,6,1,1.00 pcs,0.17 box/s,0,0,1.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?271.00,?271.00,?271.00,0.00%
Perfect Lips Shocking Lip Tint,05 Petal Shocking,4g,N/A,N/A,Cosmetics/personal Care,N/A,TONYMOLY ,6,1,-1.00 pcs,-0.17 box/s,0,0,-1.00 pcs,-0.17 box/s,0.00x0.00x0.00,0,?0.00,?271.00,?271.00,?271.00,0.00%
Perfect Lips Shocking Lip Tint,07 Rose Shocking,4g,N/A,N/A,Cosmetics/personal Care,N/A,TONYMOLY ,6,1,1.00 pcs,0.17 box/s,0,0,1.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?271.00,?271.00,?271.00,0.00%
Xiaomi Note 10 Pro,Black,N/A,Xiaomi-Note-10-Pro-Black,N/A,Phone,N/A,Xiaomi,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?3,150.00","?4,999.00","?4,990.00",59.00%
Xiaomi Note 10 Pro,White,N/A,Xiaomi-Note-10-Pro-White,N/A,Phone,N/A,Xiaomi,1,0,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,"?3,150.00","?4,999.00","?4,990.00",59.00%
3 in 1 IOS Card Reader,N/A,N/A,3in1-IOS-Card-Reader,N/A,Camera Accessories,N/A,None,1,0,2.00 pcs,2.00 box/s,0,0,2.00 pcs,2.00 box/s,0.00x0.00x0.00,0,?0.00,?110.00,?79.00,?70.00,-28.00%
304 stainless steel quick-frozen ice cubes,N/A,8pcs,N/A,N/A,kitchenware,kitchenware,None,50,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,1.00 box/s,0.00x0.00x0.00,0,?0.00,?205.00,?300.00,?250.00,-100.00%
USB Clip Rotating Fan  and LED Ringlight W7,White,N/A,N/A,N/A,FAN,FAN,550,45,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?275.00,?400.00,?300.00,45.00%
USB Clip Rotating Fan  and LED Ringlight W7,Green,N/A,N/A,N/A,FAN,FAN,550,45,1,1.00 pcs,0.02 box/s,0,0,1.00 pcs,0.02 box/s,0.00x0.00x0.00,0,?0.00,?275.00,?400.00,?300.00,45.00%
USB Clip Rotating Fan  and LED Ringlight W7,Pink,N/A,N/A,N/A,FAN,FAN,550,45,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?275.00,?400.00,?300.00,45.00%
Airpods pro  Case 5pcs Set,Black,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
Airpods pro  Case 5pcs Set,White,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
Airpods pro  Case 5pcs Set,Red,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
Airpods pro  Case 5pcs Set,Lavender,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
Airpods pro  Case 5pcs Set,Midnight Blue,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
Airpods pro  Case 5pcs Set,Dark Green,N/A,N/A,N/A,earphone case,earphone case,None,300,1,0.00 pcs,0.00 box/s,50,0,50.00 pcs,0.17 box/s,0.00x0.00x0.00,0,?0.00,?61.00,?100.00,?80.00,64.00%
AirPods  bluetooth speakers,N/A,N/A,N/A,N/A,Audio,Bluetooth Speaker,None,10,1,0.00 pcs,0.00 box/s,0,0,0.00 pcs,0.00 box/s,0.00x0.00x0.00,0,?0.00,?467.30,?500.00,?400.00,7.00%
Xiaomi TV Box (s),N/A,N/A,Xiaomi TV Box,N/A,None,N/A,Xiaomi,0,1,0.00 pcs,0.00 box/s,200,0,200.00 pcs,,0.00x0.00x0.00,0,?0.00,"?2,346.00","?3,500.00","?3,300.00",49.00%
Yeelight 1s,N/A,N/A,GH-XIAOMI-YEELIGHT1S,N/A,Appliances,Small Appliances,Xiaomi,50,1,29.00 pcs,0.58 box/s,300,0,329.00 pcs,6.58 box/s,0.00x0.00x0.00,0,?0.00,?597.00,?998.00,?928.00,67.00%
P9s,White,N/A,"P9s-	White",N/A,Appliances,Mini Appliances,None,1,0,6.00 pcs,6.00 box/s,0,0,6.00 pcs,6.00 box/s,0.00x0.00x0.00,0,?0.00,?760.00,?2.00,?1.50,-100.00%
P9s,Pink,N/A,"P9s-	Pink",N/A,Appliances,Mini Appliances,None,1,0,18.00 pcs,18.00 box/s,0,1,17.00 pcs,17.00 box/s,0.00x0.00x0.00,0,?0.00,?760.00,?2.00,?1.50,-100.00%
P10,Black,N/A,P10-Black,N/A,Appliances,Mini Appliances,None,1,0,8.00 pcs,8.00 box/s,0,0,8.00 pcs,8.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,276.00",?2.00,?1.50,-100.00%
P10,White,N/A,P10-White,N/A,Appliances,Mini Appliances,None,1,0,17.00 pcs,17.00 box/s,0,1,16.00 pcs,16.00 box/s,0.00x0.00x0.00,0,?0.00,"?1,276.00",?2.00,?1.50,-100.00%
Funsnap Hardware Tripod Extension Rod Set,N/A,N/A,FS-Tripod-Extension-Rod-Set,N/A,Camera Accessories,N/A,FUNSNAP,1,0,107.00 pcs,107.00 box/s,0,0,107.00 pcs,107.00 box/s,0.00x0.00x0.00,0,?0.00,?253.00,?2.00,?1.50,-99.00%
UV Phone Automatic Sterilizer v1,White,N/A,Disinfection-Box-for-Cellphone-1-White,N/A,Phone,Phone Accessories,None,1,0,9.00 pcs,9.00 box/s,0,0,9.00 pcs,9.00 box/s,0.00x0.00x0.00,0,?0.00,?300.00,?2.00,?1.50,-99.00%
UV Phone Automatic Sterilizer V2,Black,N/A,Disinfection-Box-for-Cellphone-2-Black,N/A,Phone,Phone Accessories,None,1,0,79.00 pcs,79.00 box/s,0,0,79.00 pcs,79.00 box/s,0.00x0.00x0.00,0,?0.00,?321.00,?2.00,?1.50,-99.00%
UV Phone Automatic Sterilizer V2,White,N/A,Disinfection-Box-for-Cellphone-2-White,N/A,Phone,Phone Accessories,None,1,0,69.00 pcs,69.00 box/s,0,0,69.00 pcs,69.00 box/s,0.00x0.00x0.00,0,?0.00,?321.00,?2.00,?1.50,-99.00%
Mi Wireless Keyboard w/ Mouse,Black,N/A,Mi-Wireless-Keyboard-w/-Mouse-Black,N/A,Computer & Laptops,Keyboard,Xiaomi,1,0,11.00 pcs,11.00 box/s,300,1,310.00 pcs,310.00 box/s,0.00x0.00x0.00,0,?0.00,?637.00,"?1,199.00","?1,000.00",88.00%
Mi Wireless Keyboard w/ Mouse,White,N/A,Mi-Wireless-Keyboard-w/-Mouse-White,N/A,Computer & Laptops,Keyboard,Xiaomi,1,0,53.00 pcs,53.00 box/s,200,0,253.00 pcs,253.00 box/s,0.00x0.00x0.00,0,?0.00,?637.00,"?1,199.00","?1,000.00",88.00%
EKEL Ultra Hydrating Essence Mask,N/A,SNAIL,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,0.00 pcs,0.00 pcs,0,0,0.00 pcs,0.00 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,GREEN TEA,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,3.00 pcs,0.30 pcs,0,0,3.00 pcs,0.30 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,ALOE,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,8.00 pcs,0.80 pcs,0,0,8.00 pcs,0.80 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,CHARCOAL,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,0.00 pcs,0.00 pcs,0,0,0.00 pcs,0.00 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,PEARL,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,16.00 pcs,1.60 pcs,0,0,16.00 pcs,1.60 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,CUCUMBER,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,0.00 pcs,0.00 pcs,0,0,0.00 pcs,0.00 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,POMEGRANATE,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,6.00 pcs,0.60 pcs,0,0,6.00 pcs,0.60 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,BLACK SNAIL,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,4.00 pcs,0.40 pcs,0,0,4.00 pcs,0.40 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,ROYAL JELLY,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,0.00 pcs,0.00 pcs,0,0,0.00 pcs,0.00 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,PLACENTA,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,-1.00 pcs,-0.10 pcs,0,0,-1.00 pcs,-0.10 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,COLLAGEN,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,2.00 pcs,0.20 pcs,0,0,2.00 pcs,0.20 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
EKEL Ultra Hydrating Essence Mask,N/A,VITAMIN,N/A,N/A,Cosmetics/personal Care,facial mask,EKEL,10,1,1.00 pcs,0.10 pcs,0,0,1.00 pcs,0.10 pcs,0.00x0.00x0.00,0,?0.00,?10.00,?12.00,?12.00,20.00%
